# Consolidated EXTERNAL redirects (replaces per-page {{#externalredirect:}} stubs).
# Format: <source page title><TAB><absolute https/http URL>. One per line.
# Lines starting with '#' and blank lines are ignored. Sorted by source.
# Editable by content maintainers; the static generator reads this at build.
Moved:Linux Kernel Runtime Guard LKRG/Build Debian Package from Source Code/Easy	https://www.kicksecure.com/wiki/Linux_Kernel_Runtime_Guard_LKRG/Build_Debian_Package_from_Source_Code/Easy
Moved:Linux User Experience versus Commercial Operating Systems	https://www.kicksecure.com/wiki/Linux_User_Experience_versus_Commercial_Operating_Systems
Moved:Login spoofing	https://www.kicksecure.com/wiki/Login_spoofing
Moved:Maintenance	https://www.kicksecure.com/wiki/Dev/Maintenance
Moved:Malware and Firmware Trojans	https://www.kicksecure.com/wiki/Malware_and_Firmware_Trojans
Moved:Mental Model	https://www.kicksecure.com/wiki/Mental_Model
Moved:Miscellaneous Threats to User Freedom	https://www.kicksecure.com/wiki/Miscellaneous_Threats_to_User_Freedom
Moved:Mobile	https://www.kicksecure.com/wiki/Mobile_Operating_System_Comparison
Moved:Mobile Phone Security	https://www.kicksecure.com/wiki/Mobile_Phone_Security
Moved:Nested Virtualization	https://www.kicksecure.com/wiki/Nested_Virtualization
Moved:Non Anonymous NAT Traversal	https://www.kicksecure.com/wiki/Non_Anonymous_Onion_Encryption_and_NAT_Traversal
Moved:Non Anonymous Onion Encryption and NAT Traversal	https://www.kicksecure.com/wiki/Non_Anonymous_Onion_Encryption_and_NAT_Traversal
Moved:Nonfree	https://www.kicksecure.com/wiki/Dev/nonfree
Moved:One Time Pad	https://www.kicksecure.com/wiki/One_Time_Pad
Moved:Open-source Hardware	https://www.kicksecure.com/wiki/Open-source_Hardware
Moved:OpenPGP	https://www.kicksecure.com/wiki/OpenPGP
Moved:OpenPGP Certified	https://www.kicksecure.com/wiki/OpenPGP_Certified
Moved:OpenPGP Signed Website	https://www.kicksecure.com/wiki/Dev/OpenPGP_Signed_Website
Moved:Operating System Hardening	https://www.kicksecure.com/wiki/Operating_System_Hardening
Moved:Operating System Software and Updates	https://www.kicksecure.com/wiki/Operating_System_Software_and_Updates
Moved:Orca	https://www.kicksecure.com/wiki/Orca
Moved:Out-of-band Management Technology	https://www.kicksecure.com/wiki/Out-of-band_Management_Technology
Moved:Owncloud	https://www.kicksecure.com/wiki/Owncloud
Moved:PQCrypto	https://www.kicksecure.com/wiki/PQCrypto
Moved:Password Manager	https://www.kicksecure.com/wiki/Dev/Password_Manager
Moved:Passwords	https://www.kicksecure.com/wiki/Passwords
Moved:Permanent Takedown Attack Defender	https://www.kicksecure.com/wiki/Dev/Permanent_Takedown_Attack_Defender
Moved:Point Release	https://www.kicksecure.com/wiki/Point_Release
Moved:Privacy Policy Technical Details	https://www.kicksecure.com/wiki/Privacy_Policy_Technical_Details
Moved:Processor Microcode Updates	https://www.kicksecure.com/wiki/Template:Processor_Microcode_Updates
Moved:Project-news	https://www.kicksecure.com/wiki/Dev/project-news
Moved:Protection Against Physical Attacks	https://www.kicksecure.com/wiki/Protection_Against_Physical_Attacks
Moved:Qubes upgrade dom0	https://www.kicksecure.com/wiki/Template:Qubes_upgrade_dom0
Moved:RAM Adjusted Desktop Starter	https://www.kicksecure.com/wiki/RAM_Adjusted_Desktop_Starter
Moved:RAM Wipe	https://www.kicksecure.com/wiki/Dev/RAM_Wipe
Moved:Raw Disk Backup	https://www.kicksecure.com/wiki/Raw_Disk_Backup
Moved:Recovery	https://www.kicksecure.com/wiki/Recovery
Moved:Relationship With Upstream	https://www.kicksecure.com/wiki/Dev/Relationship_With_Upstream
Moved:Remount-secure	https://www.kicksecure.com/wiki/Dev/remount-secure
Moved:Ro-mode-init	https://www.kicksecure.com/wiki/VM_Live_Mode/ro-mode-init
Moved:Root	https://www.kicksecure.com/wiki/Root
Moved:Router and Local Area Network Security	https://www.kicksecure.com/wiki/Router_and_Local_Area_Network_Security
Moved:SSH	https://www.kicksecure.com/wiki/SSH
Moved:SSL	https://www.kicksecure.com/wiki/SSL
Moved:SUID Disabler and Permission Hardener	https://www.kicksecure.com/wiki/SUID_Disabler_and_Permission_Hardener
Moved:Sandbox-app-launcher	https://www.kicksecure.com/wiki/Sandbox-app-launcher
Moved:Sdwdate	https://www.kicksecure.com/wiki/Sdwdate
Moved:Sdwdate-gui	https://www.kicksecure.com/wiki/Sdwdate-gui
Moved:Secure Downloads	https://www.kicksecure.com/wiki/Secure_Downloads
Moved:Security Roadmap	https://www.kicksecure.com/wiki/Security_Roadmap
Moved:Security-misc	https://www.kicksecure.com/wiki/Security-misc
Moved:Server Security Guide	https://www.kicksecure.com/wiki/Server_Security_Guide
Moved:Signify	https://www.kicksecure.com/wiki/Signify
Moved:Social Engineering	https://www.kicksecure.com/wiki/Social_Engineering
Moved:Software	https://www.kicksecure.com/wiki/Software
Moved:Software Signature Verification Usability Issues and Proposed Solutions	https://www.kicksecure.com/wiki/Software_Signature_Verification_Usability_Issues_and_Proposed_Solutions
Moved:Sparse files	https://www.kicksecure.com/wiki/Sparse_files
Moved:Special Keys	https://www.kicksecure.com/wiki/Dev/Special_Keys
Moved:Spectre Meltdown	https://www.kicksecure.com/wiki/Spectre_Meltdown
Moved:Split GPG	https://www.kicksecure.com/wiki/Dev/Split_GPG
Moved:Stable Version User Experience	https://www.kicksecure.com/wiki/Stable_Version_User_Experience
Moved:Stateless	https://www.kicksecure.com/wiki/Dev/Stateless
Moved:Strong Linux User Account Isolation	https://www.kicksecure.com/wiki/Dev/Strong_Linux_User_Account_Isolation
Moved:Swap-file-creator	https://www.kicksecure.com/wiki/Swap-file-creator
Moved:SysRq	https://www.kicksecure.com/wiki/SysRq
Moved:System Audit	https://www.kicksecure.com/wiki/System_Audit
Moved:System Configuration and Access	https://www.kicksecure.com/wiki/System_Configuration_and_Access
Moved:Systemcheck	https://www.kicksecure.com/wiki/Systemcheck
Moved:Systemcheck Hardening	https://www.kicksecure.com/wiki/Systemcheck_Hardening
Moved:Test	https://www.kicksecure.com/wiki/Test
Moved:Tor Versioning	https://www.kicksecure.com/wiki/Tor_Versioning
Moved:Trezor Hardware Wallet	https://www.kicksecure.com/wiki/Trezor_Hardware_Wallet
Moved:Tuning	https://www.kicksecure.com/wiki/Tuning
Moved:Two-factor authentication 2FA	https://www.kicksecure.com/wiki/Two-factor_authentication_2FA
Moved:Update	https://www.kicksecure.com/wiki/Operating_System_Software_and_Updates
Moved:VM Live Mode	https://www.kicksecure.com/wiki/VM_Live_Mode
Moved:VM Live Mode/Read Only Mode Hard Drive	https://www.kicksecure.com/wiki/VM_Live_Mode/Read_Only_Mode_Hard_Drive
Moved:Verified Boot	https://www.kicksecure.com/wiki/Verified_Boot
Moved:Verifying Software Signatures	https://www.kicksecure.com/wiki/Verifying_Software_Signatures
Moved:Versioning Format Conventions	https://www.kicksecure.com/wiki/Dev/Versioning_Format_Conventions
Moved:VirtualBox/Guest Additions	https://www.kicksecure.com/wiki/VirtualBox/Guest_Additions
Moved:VirtualBox/Higher Screen Resolution without installing VirtualBox Guest Additions	https://www.kicksecure.com/wiki/VirtualBox/Higher_Screen_Resolution_without_installing_VirtualBox_Guest_Additions
Moved:VirtualBox/Other Versions	https://www.kicksecure.com/wiki/VirtualBox/Other_Versions
Moved:VirtualBox/Troubleshooting	https://www.kicksecure.com/wiki/VirtualBox/Troubleshooting
Moved:Virtualization Platform Security	https://www.kicksecure.com/wiki/Virtualization_Platform_Security
Moved:VirusForget	https://www.kicksecure.com/wiki/Dev/VirusForget
Moved:Warrant Canary Draft	https://www.kicksecure.com/wiki/Dev/Warrant_Canary_Draft
Moved:Website Tests	https://www.kicksecure.com/wiki/Website_Tests
Moved:Windows Hosts	https://www.kicksecure.com/wiki/Windows_Hosts
Moved:Yubikey	https://www.kicksecure.com/wiki/Dev/yubikey
